scenario_id,model,basis,history_window_years,scheduled_fits,successful_fits,conditional_mpe_pct,conditional_mape_pct
long_emerging_no_break,regularized_poisson,gross,7.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson_break_interaction,gross,7.0,50.0,0.0,,
long_emerging_no_break,regularized_tweedie,gross,7.0,50.0,0.0,,
long_emerging_no_break,chain_ladder,gross,5.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,gross,5.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,gross,5.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson,gross,5.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson_break_interaction,gross,5.0,50.0,0.0,,
long_emerging_no_break,regularized_tweedie,gross,5.0,50.0,0.0,,
long_emerging_no_break,chain_ladder,ceded,15.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,ceded,15.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,ceded,15.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson,ceded,15.0,50.0,50.0,19.29447244663039,41.16566928289797
long_emerging_no_break,regularized_poisson_break_interaction,ceded,15.0,50.0,50.0,19.294472432484827,41.16566925948883
long_emerging_no_break,regularized_tweedie,ceded,15.0,50.0,50.0,2.6294547150823173,37.96660980948806
long_emerging_no_break,chain_ladder,ceded,10.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,ceded,10.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,ceded,10.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson,ceded,10.0,50.0,50.0,179.29777410937314,189.33445564283957
long_emerging_no_break,regularized_poisson_break_interaction,ceded,10.0,50.0,50.0,179.29777410774597,189.33445564085088
long_emerging_no_break,regularized_tweedie,ceded,10.0,50.0,50.0,98.82153332996074,115.11160439807708
long_emerging_no_break,chain_ladder,ceded,7.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,ceded,7.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,ceded,7.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson,ceded,7.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson_break_interaction,ceded,7.0,50.0,0.0,,
long_emerging_no_break,regularized_tweedie,ceded,7.0,50.0,0.0,,
long_emerging_no_break,chain_ladder,ceded,5.0,50.0,0.0,,
long_emerging_no_break,inflation_adjusted_chain_ladder,ceded,5.0,50.0,0.0,,
long_emerging_no_break,cashflow_uplift,ceded,5.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson,ceded,5.0,50.0,0.0,,
long_emerging_no_break,regularized_poisson_break_interaction,ceded,5.0,50.0,0.0,,
long_emerging_no_break,regularized_tweedie,ceded,5.0,50.0,0.0,,
long_shock_no_break,chain_ladder,gross,15.0,50.0,50.0,-6.832686052437773,7.755962444696208
long_shock_no_break,inflation_adjusted_chain_ladder,gross,15.0,50.0,50.0,0.4859789600933868,5.597453738270656
long_shock_no_break,cashflow_uplift,gross,15.0,50.0,50.0,4.331421885101545,6.49238064213984
long_shock_no_break,regularized_poisson,gross,15.0,50.0,50.0,-3.3523222729770272,7.2081072689899885
long_shock_no_break,regularized_poisson_break_interaction,gross,15.0,50.0,50.0,-3.352304065128558,7.208082307078004
long_shock_no_break,regularized_tweedie,gross,15.0,50.0,50.0,-2.385127055229716,7.295915972277753
long_shock_no_break,chain_ladder,gross,10.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,gross,10.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,gross,10.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,gross,10.0,50.0,50.0,48.8390190997808,48.8390190997808
long_shock_no_break,regularized_poisson_break_interaction,gross,10.0,50.0,50.0,48.83899893549846,48.83899893549846
long_shock_no_break,regularized_tweedie,gross,10.0,50.0,50.0,47.49774402505866,47.49774402505866
long_shock_no_break,chain_ladder,gross,7.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,gross,7.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,gross,7.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,gross,7.0,50.0,0.0,,
long_shock_no_break,regularized_poisson_break_interaction,gross,7.0,50.0,0.0,,
long_shock_no_break,regularized_tweedie,gross,7.0,50.0,0.0,,
long_shock_no_break,chain_ladder,gross,5.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,gross,5.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,gross,5.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,gross,5.0,50.0,0.0,,
long_shock_no_break,regularized_poisson_break_interaction,gross,5.0,50.0,0.0,,
long_shock_no_break,regularized_tweedie,gross,5.0,50.0,0.0,,
long_shock_no_break,chain_ladder,ceded,15.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,ceded,15.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,ceded,15.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,ceded,15.0,50.0,50.0,3.1594030733093432,30.08763183838745
long_shock_no_break,regularized_poisson_break_interaction,ceded,15.0,50.0,50.0,3.1594030879519837,30.087631866272346
long_shock_no_break,regularized_tweedie,ceded,15.0,50.0,50.0,-13.911449170326142,34.21631505685834
long_shock_no_break,chain_ladder,ceded,10.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,ceded,10.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,ceded,10.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,ceded,10.0,50.0,50.0,38.572157332662265,58.30513352214355
long_shock_no_break,regularized_poisson_break_interaction,ceded,10.0,50.0,50.0,38.572157332187764,58.30513352167067
long_shock_no_break,regularized_tweedie,ceded,10.0,50.0,50.0,-11.711110102902957,25.23846539700017
long_shock_no_break,chain_ladder,ceded,7.0,50.0,0.0,,
long_shock_no_break,inflation_adjusted_chain_ladder,ceded,7.0,50.0,0.0,,
long_shock_no_break,cashflow_uplift,ceded,7.0,50.0,0.0,,
long_shock_no_break,regularized_poisson,ceded,7.0,50.0,0.0,,
