scenario_id,model,basis,prior_multiplier,successful_fits,conditional_mpe_pct,conditional_mape_pct
short_stable_no_break,bornhuetter_ferguson_standard,ceded,0.8,50.0,-63.441032488517465,63.441032488517465
short_stable_no_break,bornhuetter_ferguson_standard,ceded,0.9,50.0,-58.87116154958215,58.87116154958215
short_stable_no_break,bornhuetter_ferguson_standard,ceded,1.0,50.0,-54.30129061064683,54.30129061064683
short_stable_no_break,bornhuetter_ferguson_standard,ceded,1.1,50.0,-49.73141967171152,49.73141967171152
short_stable_no_break,bornhuetter_ferguson_standard,ceded,1.2,50.0,-45.16154873277621,45.16154873277621
short_stable_no_break,expected_loss,ceded,0.8,50.0,-2.812693294085511,25.295962222211664
short_stable_no_break,expected_loss,ceded,0.9,50.0,30.406983976837246,36.96133024506485
short_stable_no_break,expected_loss,ceded,1.0,50.0,71.27840229217402,71.27840229217402
short_stable_no_break,expected_loss,ceded,1.1,50.0,118.82093374047788,118.82093374047788
short_stable_no_break,expected_loss,ceded,1.2,50.0,171.2191306982977,171.2191306982977
short_stable_no_break,bornhuetter_ferguson_break_aware,gross,0.8,50.0,-37.93110148116993,37.93110148116993
short_stable_no_break,bornhuetter_ferguson_break_aware,gross,0.9,50.0,-30.172489166316186,30.172489166316186
short_stable_no_break,bornhuetter_ferguson_break_aware,gross,1.0,50.0,-22.41387685146243,22.760823807635088
short_stable_no_break,bornhuetter_ferguson_break_aware,gross,1.1,50.0,-14.655264536608673,16.525511628354206
short_stable_no_break,bornhuetter_ferguson_break_aware,gross,1.2,50.0,-6.896652221754919,12.19799835987645
short_stable_no_break,bornhuetter_ferguson_standard,gross,0.8,50.0,-37.93110148116993,37.93110148116993
short_stable_no_break,bornhuetter_ferguson_standard,gross,0.9,50.0,-30.172489166316186,30.172489166316186
short_stable_no_break,bornhuetter_ferguson_standard,gross,1.0,50.0,-22.41387685146243,22.760823807635088
short_stable_no_break,bornhuetter_ferguson_standard,gross,1.1,50.0,-14.655264536608673,16.525511628354206
short_stable_no_break,bornhuetter_ferguson_standard,gross,1.2,50.0,-6.896652221754919,12.19799835987645
short_stable_no_break,expected_loss,gross,0.8,50.0,-34.2256116281566,38.96885722625962
short_stable_no_break,expected_loss,gross,0.9,50.0,17.728881019824065,35.68613456494036
short_stable_no_break,expected_loss,gross,1.0,50.0,99.05947047989463,99.07626350120692
short_stable_no_break,expected_loss,gross,1.1,50.0,209.40238274328226,209.40238274328226
short_stable_no_break,expected_loss,gross,1.2,50.0,340.9275719459648,340.9275719459648
